,rating,review
10,50,Gr8 place. The main hall is awesome. The reception people are very kind and helpful. The room was very clean with all the necessary amenities and devices. The room was cleaned everyday. The poolside sitting arrangements bare very nice.
11,50,We had conducted our prestigious event at Sheraton Grand and some of our guests had stayed during the event. The overall experience of the event and stay was simply awesome. Experienced great hospitality. The quality of service was outstanding starting front office to convention centre.
12,50,"I stayed in the hotel for two days for event and the event was amazing... Staff was so helpful, amazing... Especially vishal and ashwani was so helful. Food if amazing . And from front desk sapna she was so friendly so helpful from the day I came to see the event avenue from that till now she helped.. Overall stay was amazing and ambience was too good. It's clearly no brainer choice for anyone to spend weekends or stay.."
13,50,"I visited the hotel in January 2021. The ambience and hospitality of the hotel is impeccable, staff is very friendly. I remember an incident I needed a print very urgent, staff helped me like it was their own thing."
14,50,Very nice place to stay in Bengaluru. Staff is really good. Great hospitality by the them. Spacious rooms with nice beds and all other stuff. Definitely looking forward to my next stay here at Sheraton.
15,50,Had one of the best staying experience. Sanitisation and Covid protocols were given top most priority. Food was just too good. Thanks to Chef Upam Chattopadhyay. His cooking skills and his knowledge made us all mesmerized. Would definitely love to visit this hotel again.
16,40,"The hotel is great,food has improved a lot in the course of days. But maintanence of plates and all isn't that food..probably it was open for us.rest all is awesome!! The view is also good,room maintanance is cool too.."
17,50,"Stayed here for a week for work. Its a beautiful place and very conveniently located. The hotel staff was very professional and very ready to accomodate any reasonable request. Sapna, in particular was a great host."
18,50,"Hospitality is very good, helpful, location is very peaceful and comfortable. Service provided by Kiran at Uppercut is very convenient and appreciated. Good Service by Reception and staff available here."
19,50,Room service was good. Food was okay. Food service by Kiran & Vishal was very good.The hotel management is really very good.They are very kind to their customers.I really appreciate the hospitality they offered.Looking forward to my next visit here very soon.
20,50,Wonderful hotel with great services.Hotel management is really very good.Especial mention to kiran .He is really doing a great job.They are very cordial and kind.hotel rooms are very luxurious with all the facilities.
21,50,Cooperative staff and and very soft spoken. Excellent food and stay. Gives a homely feel with the hospitality of people around. Room service staffs also polite and made the room a good place to stay..
22,50,"Excellent hospitality, all of the staff here are very good people,they treat you well, nice food,nice rooms, house keeping work also good, good infrastructure, best place visit again,u can blindly go and enjoy here"
23,50,The overall service is quite good. The reception and service staff were friendly and helpful. The food was also decent. The standards were maintained as needed. Reception staff were also very good and responded very well for every need.
24,50,"Great location, really pleasant and clean rooms, but the thing that makes this such a good place to stay are the staff. All of the people are incredibly helpful and generous with their time and advice. Special thanks to miss Ishvi for playing the great host and helping us with all our queries. Would certainly recommend people to visit this place."
25,50,Hotel has a polite staff with quick response to queries and have openness to critical reviews. Hotel has great ambience as  well lots of healthy plants in its vicinity which are a treat to watch for a plant buff . Covid 19 related precautions were taken care of.
26,50,Accommodation is good. Beds are comfortable. Wifi signal is strong. Food is excellent. Enjoyed the stay overall. Bathrooms are good. The service is exemplary. I would suggest people to choose this hotel as the cost to comfort ratio is very high.
27,50,Service was great. Food can be made Better. Room service was good. You can compliment some customers by providing something special. And all other thing wad good. Only missing swimming pool. Everyone was friendly and helpful. Kiran was one of the best employee there.
28,40,"Food :.         nice Rooms :       nice People :.     nice and professional Locality :.   nice             Overall the stay was really nice for me, we came here after our company gave us free stay for 7 days, it was really a good place to be at, lovely people, lovely food and of course scenic view"
29,50,The hotel has a very polite and cooperative staff. It provides a daily room cleaning. Proper precautions were taken during the Covid-19 pandemic. Rooms are well-maintained. I would definitely recommend it.
30,50,Sheraton grand is one of the best hotel in bengaluru i recommend this hotel for stay as per my experience . It is clean and safe . Covid hits everyone seperate difficult to move out and stay in the hotel sheraton provides home like experience far from home.
31,50,Overall good stay  Sangeeta and sapna really helped foran easy check in and check out.  Buffet was good in terms of available items  Meeting room was quite spacious enough and also covid safety precautions were taken her
32,50,"Stayed in the hotel for 2 nights. Great hospitality by hotel staff, especially Ishvi, Ajay, Sumit, Dipti. The hotel has great package these days. Also, we were given complimentary brunch on 26th, along with invitation to wine dinner. Thoroughly enjoyed our stay!"
33,50,"We came to this hotel to celebrate our marriage anniversary. From stepping in to the hotel till departing from the hotel - each moment was not only remarkable, but especially memorable as well. The entire hotel was super neat and clean, the room was gorgeous, and the food was just out of the world, both in terms of variety and quality. Also, special mention to all the staff members of the hotel. They went above and beyond of their responsibilities to make our anniversary more enjoyable and remarkable. It was beyond awesome experience for us."
34,50,This was the first visit post pandemic and birth of my first born. I must say my choice has been great. Right from receiving and check out the hospitality is something that cannot be ignored. This was a perfect decision with a perfect staycation package. Sheraton definitely knows to pamper their guests by exclusively assigning chef who ensures the guests eats right. I am going to come back here soon to get myself pampered again and definitely recommending a stay!
35,50,"I stayed in the hotel for one day only I find peace here Staff is very friendly ...Ambience is so nice ,so clean ....Sapna was helpful in my overall stay ..Overall stay was amazing ..I will defied Recomend to my colleagues also ..."
36,50,"Late review but deserves credit, I take this opportunity to thank one and all for making our stay at your premises pleasant & memorable one. Our choice for opting Sheraton Whitefield Bengaluru really came as the best decision we made . The Hotel has taken care of all the safety precautions to fight against Corona & the job to maintain the premises safe & hygienic is commendable. From the time of check in till the day we left , we felt very safe /comfortable & happy. I would like to specially thank front desk & Mr. Sarfaraz, Mr. Ashish, Ms. Ishvi, Ms. Ching (Not remembering correct name)  for taking care of all our needs promptly & hospitality extended by all the staff is really awesome"
37,50,I stay in Bangalore and have visited many hotels so I only write such reviews when I'm impressed by the service provided. I was in the hotel in Jan for a jewellers conference and was very surprised how well they were taking care of everyone. The huge banquet space was very clean and perfect for the event. Mr Neeraj of the front office personally took care of me and colleagues and we had a comfortable day there. I recommend business traveller's and regular tourists to make this hotel a choice while booking and you will not be disappointed. All I all a very good experience keep up the good work in these troubling times for your industry.
38,40,"Excellent guest service , Mr Neeraj , took care of all delegates . His personal attention as much appreciated .As Gem and jewellery Coucnil committee memeber will recommed the hotel for future event.In fact it is second event. Thank you Mr Neeraj for all love."
39,50,"Working from home for more than 10 months can get to you, so I decided to use The Sheraton Whitefield for a. Change in venue for our annual planning workshop. 3 of us got together and had the most wonderful time through both days of our work sessions. The place is beautiful, the food- especially Thai and Chinese - are awesome, and the staff is most non- interfering but attentive. Exactly the ambience  we needed as a backdrop to think freely. The best part also is that everything is properly sanitized and you have enough space to walk around, without bumping into any crowds. A must -check-out plaice!"
40,50,"I highly recommend this as the quality of services, friendly staff and hospitality is just amazing, having been to most of hotels in different countries this has been the best I will recommend to anyone."
41,50,"We were really happy with the place. The staff are very courteous and the rooms are excellent. The Sheraton in Whitefield is a million times better than the Rajajinagar Sheraton. The breakfast buffet spread is amazing, great assortment of items."
42,50,"I had visited the property for my staycation back in October, while the stay itself wasn't bad but the Sunday brunch undid the entire experience. I stormed out of the hotel seething anger. Fortunately the hotel management was quick to pacify me and saw reason in my anger. I decided to give their Sunday brunch another chance and boy they redeemed themselves. Truly what a lazy Sunday brunch should be, we friends had a ball of a time, had a lazy lunch with some amazing food and cocktails, chatted for hours and all throughout the time we were looked after all our needs which made it completely worth the time. I am glad I came back and there is this quality about the brand Marriott which is inspiring and keeps its most loyal consumers coming back to it. Thanks Neeraj and your entire…"
43,50,"This property is awesome and well connected to all major places. The staff is very courteous, especially I'd mention Amit Sahu who is just fabulous. I'd love to visit again and have ""paneer adraki"". It's a truly awesome property."
44,50,"Do you like to pamper then stay here.. you will be happy to see the finest attention to detail done...for the staff to food all in PERFECT!! Special mention is Phurpa and Ching from Customer relationship team .... They are a big assets ....really go out of their way to make you feel special and memorable. The best team one can have in a 5 star hospitality... Thanks for making my day special.... To add on to this surprise was that the room was fully decorated flowers and towel art, all compliments of the hotel itself! Sunday Brunch was exceptional....One of the best in Bengaluru...Planning for next visit shortly."
45,50,"Stayed in the suite for 4 months. Firstly, since it's newly constructed, it has some top class architecture, all facilities within the room. As good as a fully furnished luxurious apartment. Lovely staff, making sure all your needs and requests are met. Courteous and wearing masks at all times. It's a shame we never got to see their smiles. They are taking all the necessary precautions with masks, shields, sanitisers all across the property. Definitely one of the best premium properties in Bangalore. They conduct weddings as well across the different venues within the property. Feel free to engage them. And the lavish Sunday brunches, serving a massive spread. "
46,50,"I have travelled around the world and stayed with many best properties; Sheraton Whitefield Bangalore is right up among the best. I am a non resident guest , and frequent the F&B facilities along with my family. I love one of the finest buffet spread in the city ( breakfast and lunch ) and the pool side is one that love the most.  I would also recommend the spa and the fitness centre -   Sushant ( trainer ) at the fitness centre is one among the best in town. He is genuine and knowledgeable.   love to go back .."
47,50,"We visited @sheratongrandwhitefield for Diwali Brunch. It was really very Festive there. I absolutely loved the ambience it was so beautiful and peaceful.They said it's the biggest buffet in Bangalore and it was indeed. The number of options available was just insane. They welcomed us with Breezer and Fruit Punch which was very refreshing.  Here are the varieties that were available :  Live Counters : They had kept various live counters for Pani Puri, Chaat, Dosa, Momos and Jalebi.  Grill Counter: A live grill counter which had options like Lobster , Chicken, Fish as well as some veg options.  Asian Cuisine : Then there is a separate spread for Asian cuisine. It had options like Sushi, Noodles, Fish in black bean sauce, Tempura Prawns etc to choose from.  Indian Cuisine : This…"
48,50,"It was indeed an wonderful stay and treatment and facilities at Sheraton was truly 5 star. Entire staff was co operative and all covid protocols and hygiene were evidently taken care by Sheraton. Special thanks to Sangeetha Deb and team, for making our stay a memorable one."
49,50,"We travelled with freinds and were booked for New Year Even dinner and stay package.   Excellent Dinner and food, with massive spread.  Courtesous staff and nice spacisous rooms. Used Staycation for the next night."
50,50,The whole team is extremely helpful. The whole wedding Hospitality went smoothly. Duty managers Ishvi and Aashish made sure both the clients and our team were well connected and handled the process so well inspite of all the chaos. Hotel's event team head Mr. Manish Tiwari was very cooperative.  Overall quite a wonderful experience.
51,50,"Excellent property. No wonder it has perfect 5 rating, Entire staff strives hard to provide impeccable service. It was sort of staycation for us, we spent 5 nights in one of their suites. Ishvi, the property manager, went out of her way to accommodate several of our special requests starting from making sure the mattress of our choice was put in place prior to our arrival. Special shoutout to the chef of this hotel. Food was out of this world, everything we tasted was perfectly prepared.  Really looking forward to future visits."
52,50,Located in the prime location the staff are very courteous we had a great experience will definitely visit this place again next time for staycation. Ishvi and the team where very helpful and welcome pastries was a great surprise. I will definitely recommend.
53,50,"I must say that Sheraton is a brand for atmost luxury and great experience. I had booked a staycation for the occasion of my parents anniversary. Right from Pick/Drop off, Room Service, Anniversary Decorations, Breakfast/Lunch/Dinner at Feast, Upgradation to Suite, Shine Spa and luxurious room amenities all were up to mark. All of the staff were very responsible and courteous.I will definitely come again here for more occasions and will refer this hotel to all.  Kudos to the entire team! Great Stay!  Keep it up."
54,50,We enjoyed our stay at Sheraton. Staff helped us plan husband's surprise birthday by offering a great package. Our stay was comfortable. We enjoyed a lot.  We thank the whole staff for the wonderful service. We are looking forward to our next stay with Sheraton.
55,50,"Celebrated my son's birthday and overall very happy with the experience and arrangement. Every effort was done by the staff to make sure that stay was comfortable. Sangeeta and the team arranged a cake for my son, special welcome message and the welcome chocolates was a great way to enter the room. Room was also well lit, and big enough for us to stay comfortably. Will definitely recommend."
56,50,We celebrated our anniversary here ! Got a lovely surprise as well. A decadent chocolate cake and personalised message from the Hotel staff. Would like to make a special mention of  Divyansh and Sangeeta for making it so special for us. Excellent service and Great hospitality.
57,50,"I must say, apart from providing great levels of sanitization and room annemities, the provide great personal care too. There are lots of properties in and around Bengaluru of the same class as this one, the personal care taken by almost every staffs is the factor that makes it stand apart. I bet you will be more than satisfied with them in understanding your need and delever accordingly. Be it the reception, ask Sangeeta to get whatever you need... Be it the restaurant, they are there with extremely satisfactory and mouth watering food option, be it the spa for relaxation... The driver Celestine, extremely safe and courteous. I noticed he never attends call while driving... The restaurant manager Sudarshana did each and everything possible for us. She is very very friendly. We…"
58,50,"I had a long stay here in Sheraton Grand Whitefield with my family.  It was really nice and interesting experience. In terms of rooms and amenities I would  not say this the best 5 star experience I ever had but what made our stay special are the people and their tremendous effort to make us comfortable. The staff were really nice, friendly and accommodative. We  had a quarantine stay with a small baby and thus we were initially bit worried about the experience, specially during such pandemic time. However the hotel management accepted all our special requests including a suit upgrade, a small cooking facility in side the room, doctor on call, optimised food options for my baby, allowing Amazon delivery etc. These small things all together was a relief for us.  Due to pandemic…"
59,50,"The front office team and the banquet team has been a great support to our entire team. They provided the best services right from check-ins to checkouts  To any type of on spot requirement they helped us out  The team is very friendly and supportive.  The event was carried out with ease and this was possible with the help of the hotel team. Would recommend sheraton Whitefield for our upcoming events.  Special thanks to Front office team - Mr. Aashish Kamat, Mr.Ashish Agarwal, Ms. Sapna, Ms. Ishvi, Mr. Vivek, Ms. Piyali Banquet team - Mr. Vivek"
60,50,"Front office team  Aashish kamat Ashish agarwal Vivek Divyansh Sapna   Banquet team, Vishal  Avinash   The management of the above members was beyond our expectations.  Everything went really very smooth. Truly a commendable team of who they are .  Thankyou so very much . Would love to work with you all in the future  Cheers   Regards   Team Rose Petals Events LLP  Varun jain  Sunil jain  Megha jain  Latha jain  Mudit jain"
61,50,"We had booked a 2 nights 3 days staycation package in Sheraton Whitefield. The prompt response by the Duty Managers (especially Divyansh) with regard to all kinds of queries/doubts was commendable to say the least. Not only them, special mention to the housekeeping team (Shalom, Pawan etc.) and the Spa/Salon team (Mandira) for the fantastic services provided by them during our stay. This experience will definitely be etched in our memories as one of the best. Thanks much and hope to see all of you again soon!"
62,50,"We stayed at the hotel on a weekend under marriott bonvoy staycation package which I believe has the best value for money for any 5 star hotel in Bangalore! The inclusions given in the package simply cannot be beat by any other hotel offers! Food was just Amazing no matter which dish we ordered! To top it all the Sunday brunch was just fantastic! Starting from the welcome drink to the myriad of dessert options, one of the largest buffet spread I’ve seen since COVID lockdown! Acknowledgment to Ms Ishvi and her team for making our weekend memorable! Keep up the great work guys!🥂"
63,50,"Enjoyed the hospitality, a well maintained hotel comfortable stay. The warmth of the staff , the ambience all etched in our memory Priyat, Piyali and Ashish and other team members had made excellent arrangement for conduct of the  intimate traditional TamBrahm  wedding of our daughter which we cherish  Thank you once again Sheraton team"
64,50,The staycation package that Sheraton offers is nothing like any other hotel. It was such a relief from the regular monotonous life. Shoutout to Ishvi for taking care of everything starting from booking to room decorations. Thank you so much Ishvi and Team Sheraton for making this such a brilliant and memorable stay.
65,50,Thank you so much for making my wedding the most memorable day of my life. It was PERFECT and it couldn't have been done without your hard work. Ashish and I are eternally grateful.. It was a good experience overall.Covid norms is strictly followed.Staff is polite & helpful in each and every small thing asked for and also a special thanks to Amit and Barnali who took utmost care and treated us. I cannot express how appreciative we are for everything that you guys did for us! Thank you so much guys 😊😊
66,50,"It's a Perfect weekend get away, with all COVID safety precautions.  Special thanks to Ishvi fr getting all requirements in advance and her assistance throughout the stay. Options fr food were great with amazing Sunday Bruch !!!!"
67,50,My wife and I decided to celebrate our wedding anniversary at Sheraton Whitefield. We opted for the staycation package and loved how the staff went out of their way to make our stay comfortable and memorable. Shoutout to Ishvi for being accommodating with a few of our requirements and for also helping me plan a little surprise for my wife. We appreciate the thoughtfulness and the effort that went into taking care of our needs. Would highly recommend staying here. The staycation package especially is an experience curated for people looking for a (safe) change of scene during this pandemic.
68,50,The Chef was very warm and friendly catering to the needs of customers who ventured out after a long absence due to Covid. Social distancing measures were well in place reposing confidence in the quality and care that Hilton stands for. The live music added to the fun.
69,50,I would appreciate Nandan Dubey’s room services and his courteous behaviour. His professional attitude is quite appreciative. He is a fine gentleman who is always ready to help. Thanks Nandan. Keep it up.
70,50,"Great Hospitality, good food. Overall a really comfortable and pleasant experience. Enjoyed one of their Mega Brunch on Sundays. Staff was really kind and helpful. Due to Covid and Govt Guidelines Pool and Gym were not accessible, otherwise could have been better stay with more services to avail. "
71,50,"We host our dream wedding at this location. I would like to start by thanking Andrew(sales)for helping us find a great outdoor venue at the hotel for our wedding ceremony, he was constantly there helping us curate the food menu and every delicious food tasting sessions we had with you was fun and reassured us that the hotel would take utmost care and consider every little detailing for our future happy memories. Andrew was there with us for any help with just one call like a genie. He was such delight to Liase with. I was globalist and loyal member of hyatt but with his hospitality and charm I am very much   Sheraton guy now . He is an asset to the company . Also would like to thank that the room we stayed was decorated beautifully for our stay and the surprise cake made it so…"
72,50,"My husband and I were planning for some good relaxation along with a seamless experience for a day or two. We got in contact with Ishvi of Sheraton Grand Bangalore who took care of our entire stay right from booking, while providing us with the most exciting offers available. We are really happy with the warm hospitality of all the staff who were very kind to accommodate all our requests. Raju, one of the staff members, helped us with last minute packing and that really helped us to be on time. The food was mind blowing. I wish we stayed nearby to enjoy such flavourful dishes. The spa service we received was of top notch quality. Mandira from shine spa took care of smallest of our needs.  Those who are willing to take some break from their regular lives without the hassles of…"
73,50,"Sheraton Grand Bangalore Whitefield treats you like a family!!  I stayed here for 3 nights (Staycation) from 25th Oct’2020 to 28th Oct’2020 and I’m glad that I took the decision of staying here that too in COVID times.  A big thanks to Ms. Ishvi Tandon for taking care of each and everything and specially for upgrading my room for Deluxe to Suite. She made sure that my stay was comfortable all through by regularly checking with me on the experience.  Excellent measures were taken and utmost care in maintaining requisite safety measures. Everything was kept very clean and sanitized. From wearing of mask, social distancing and AC regulations everything was up to the mark.  The suite was very spacious with all top class amenities. Breakfast, Lunch and Dinner had to be selected from…"
74,50,"It was all about when I had decided to share my happiness and cherish some good moments in  Sheraton Grand Bengaluru Whitefield as It was my Daughter’s First Birthday ..... Hence decided that I would take my family out for lunch .... I did inform Sudarshana kataria the senior manager that I would be visiting.... She did confirm the details...... When I visited it was a surprise that my table and the area was completely decorated.... Iwas indeed truly amazed  .. All my family members were surprised .....  And once we started our lunch Pallavi and Ashish were at our service all through the time it was truly home experience.....  Thankyou Sudarshana, Ashish and Pallavi u folks are truly an asset for Sheraton.... Thankyou for everything.  And would recommend u all to visit 🙏 …"
75,50,"We have been staying at Sheraton from last one month and its a 4 month business trip. I want to convey my warm thanks to entire hotel staff for every little gesture towards us. Thanks everyone for making our stay homely and comfortable.  Special thanks to few people from the staff for superb surprises arranged for me and my husband's respective birthdays.  Arya from front desk, Diana and her team from housekeeping and Bikram Verma for cleaning our room so perfectly everytime. We appriciate your hospitality."
76,50,"It was my wife's birthday and me with the help of Arya Vats (Front Office) planned for a surprise brunch here. The food was amazing in both variety and taste. The assortment of cuisines is impeccable. You get to try different desi and videsi flavours at a single sitting. From Pan Asian to Continental to Rajasthani (Dal Bati Churma is a must try). The desserts are scrumptious. For 1800 bucks, this is the best buffet brunch I've been to. The staff is extremely courteous and unpretentious. The protocols for safety and hygene during the pandemic was also followed well. The follow up to the brunch was a surprise cake cutting arranged by Mr. Amit at the poolside cabana. The amazing cheese cake was freshly prepared and was mouth melting. A big thumbs up for Sheraton and staff for…"
77,50,"They do Lovely weekend brunch Home delivery at door step and Gamsar was so friendly. Prompt delivery and good food portion. The food was packed properly and they also provided wooden cutlery, no plastic usage  which actually speaks that the hotel values environment friendly approach.Great customer service.."
78,50,"I have been staying at Sheraton for the past month and the entire experience has been nothing short of excellent! The entire staff (duty managers, front desk, feast restaurant) is very hospitable, friendly and take every effort to make your stay super comfortable. They remember the little things (e.g. are you a tea/coffee person, special requests regarding food/drinks/room etc.) The chefs too take utmost care to ensure that you get exactly what you asked for. Another thing I would like to point out is the room cleaning crew (Bikram & co.), an amazing bunch of folks who surprise you with flowers, cute arrangements, etc. Things which can truly uplift your mood! The hotel has taken covid very seriously and you can see everybody wearing masks and the premises being disinfected…"
79,50,"It was a amazing & unforgettable experience. Check-in was smooth. Very polite & courteous staff.  Safety, hygiene & cleanliness is all taken care of in this Covid-19 situation.  Very well maintained & beautiful hotel. Thank you Phurpa for all the help & for arranging such a wonderful stay. Would love to visit again."
80,50,"This place is one of my favorite place, I love the food and ambiance here. Food and service team is mind blowing, their sales manager Arunima is very helpful and knows her job well, overall a very great experience. I was here for 15 days but felt like staying here forever, Hotel follows strict covid guidelines."
81,50,"Amazing stay with Sheraton.Speacial thanks  to Subhadeep,Ashish Kamat, Pushpa(GRE), Jayanta(F&B)and the ladies at spa. Everything seems to be perfect. At last but not the least Chef Sumit Rawat. Great Hospitality.  Already considering Sheraton for our first anniversary celebration venue which is next month."
82,50,The Sheraton Grand Hotel suite is homely and nice. The staff is super friendly and the service is great. I am happy with the deal I got for my long stay. They have a good fitness center and Sushant is an awesome trainer.
83,50,The staff here was over the top excellent. I haven’t experienced this type of A++ staff and service from Hospitality to Customer relationships. Concierge to Food and Beverage we amazing. They accommodated and responded to requests super quick. I Would highly recommend this hotel for future conferences and events.
84,50,"My friends and I are really happy to spend one night at Sheraton Hotel . The staff members were really friendly and open-minded . We enjoyed the spa session ,tea time by pool side and the 3 meals were beyond expectations . The Deluxe rooms were awesome"
85,50,"My sister's and I want to say thank you very much, we are really glad to spend one night at your hotel. The staffs were expert, we enjoy the spa. The tea time by the pool side was wonderful and as foreigner the food was beyond our expectation. The rooms were just wow. Surely, they will be a second time. Thank you for having us and treating us like Queen 🙏🏾"
86,50,We had a 1 day staycation package at Sheraton Whitefield for our Wedding Anniversary. It was an excellent stay and the staff there made it all the more enjoyable for us. Special kudos to Ishvi and Ajay for providing us with a wonderful package at a very good price. They also made sure our stay was comfortable all through by regularly checking with us on the experience. I would also like to commend Shalu (InAzia restaurant) and Mandira (Shine SPA) for their exceptional service.
87,50,"It was a pleasure and awesome staying experience at Sheraton Grand, Whitefield Bengaluru. Perfect location. High quality of service and attention to every minute details. Special thanks to all friendly reception staff and managers. I must not forget to mention Ashish K, Phurpa, Ashish A for their prompt service and help. Rooms are amazing, have been comfortable and immaculate. Could not enjoy other amenities like swimming pool etc due to COVID scenario. All safety protocols have been followed such as wearing mask, social distancing, AC regulation within hotel premises.  Great food (Thanks to Chef) and great round the clock dining staff and managers. Special thanks to Pallavi, Prerana, Ayang, Abby, Amit, Sudarshana, Deepti to name a few, going out of their way to accommodate…"
88,50,"Sherton grand Bangalore is one best hotel with so much comfort and luxury. The ambience is great , rooms are spacious and very comfy. Spl thanks to Ashish and team for making the stay great and caring so well ! Would defently love to come again if I visit Bangalore ..must visit ! "
89,50,"Booked ourselves for a staycation and from the moment Alfred who picked us up to Ishvi who welcomed us to the hotel we knew this was going to be a great experience. Booked a junior suite and got upgraded to an executive suite which had the largest bathroom, a bedroom, living room overlooking the pool. Raunaq is an excellent host at the bar who took great care of us. Had dinner at the recently reopened Asian restaurant - InAzia with wonderful food cooked by  affable chef Rungtiwa. The staff at the coffee shop were great and the had excellent breakfast followed by lunch. The 30 minute foot reflexology massage was heavenly. Highly recommend it as one of the best experiences in Bangalore. For those who want retail therapy, the forum mall is just across the hotel entrance and has…"
90,50,I booked the stay for just a night for my friend bachelor party from the booking till I check out Divyansh took care of each and minute thing. No matter it's my pickup or even a query at midnight he was always available for help. The staff out there was so friendly and helpful in all the arrangements. Overall it was just an amazing experience and would recommend reach and every person out there to pamper yourself by paying a visit here.  They're just the best in this situation by taking care of our safety as well.  Thank you so much Divyansh and team for all pampering and help 😍
91,50,"It was awesome experience and refreshing stay at Sheraton, Whitefield. Mind blowing food, friendly staff and specially to mention about Ishvi who planned all our stay and made it so special for us. Sheraton blessed to have such people who make your stay so comfortable and worth remembering.Looking forward to more such stays with Sheraton."
92,50,"I regularly visit Sheraton during my weekend breaks. During the visit for this season, I had a warm welcome by Mr. Ashish and Mr. Shubhadeep, and they made my entry formalities with high ease and fast. They didnt make to wait long at reception. The room they provided us, was super clean and weldone job by housekeeping team with a sweet welcome note on the table.   I must not forget to mention Ms. Rungtiwa, who made us a good recommendation of Shushi with an optimal mix of Wasobbi and fish sauce.   I really appreciate the entire team's hospitality who made my stay a really good weekend break.  I am looking forward for another during last week of December.   Thank you Sheraton and team for your wonderful safety and hospitality!!!  Thank you Ganesh  9535146176"
93,50,"Right from the check in to check out ,every thing went well. We opted for their Staycation package and the reception staff (Ashish, Phurpa and Ishvi) were courteous and gracious to allow an early check in and also upgraded our room to a suite which has some good views of the surroundings. The suite was very spacious with all the amenities and a good size bath tub to relax. Lunch and Dinner had to be selected from a set menu (with good options of chinese, indian and continental)  which was part of our package and it was both delicious and sumptuous. In total, hospitality was great and we enjoyed our stay to the fullest.  PS : Hot water supply and AC circulation has specific timings (we didn't  have any issue with it) due to lower occupancy which I think is a genuine and…"
94,50,"Pandemic is stressful, to relax, unwind and rejuvenate ourselves, staycay at Sheraton was helpful. Away from the office work and household chores. The best part is that all the safety measures were taken by the hotel to make our stay safe and sound!  Looking forward to more such staycays!"
95,50,Thank u so much Mr. Saravnana for organising a surprise birthday gift hamper for my brother in such a short notice   U went out of your way to accommodate  all my requests and made our experience memorable during such tough times ... u ensured all the safety precautions were taken for the covid ... . you have always ensured our experience with sheraton has been a memorable one  Thanks a ton
96,50,It was a very pleasant service to stay at the Sheraton grand. Had an amazing time especially with the duty manager and staff being very courteous & helpful. Appreciate all the work they put in to make my stay pleasant. Special thanks to Ashish and arya for everything.
97,50,"My wife and I booked a special Staycation package at Shearton to get away from hectic work from home scenes due to COVID. Our experience was outstanding  !  1. All staff members were courtious and made our stay comfortable. Security  and sanitization arrangements were excellent  and made us feel safe 2. The hotel gave us a free upgrade to a suite with excellent amenities and complimentary foot massage 3. The food was outstanding as well. Even though there were not manh guests, the chef did not cut any corners and made excellent dishes  Everything about the staycation package was great and I highly recommend  people to stay at this place in these crazy times"
