,rating,review
29,30,I stayed here for three days to attend a workshop as part of institute of chartered accountants programme  Rooms are big  Outside area spacious with lot of greenery  Large swimming pool and jogging track  Complimentary breakfast is sumptuous tasty and elaborate  House keeping is poor  Needs renovation since the property is very old  Need to augment their rolling stock like bath towels (on occupancy I had to wait for 8 hours to get my first bath towel)  For relaxing ok to stay  Do not expect modern standards  If you book on deep discount then value for money otherwise not worth paying 
30,50,"My last impression of Golden Palms when I visited a couple of years ago was poor.  I wrote that it was a good property poorly maintained.  My recent visit completely overturned my impression and I found the rooms and the banquet space well maintained.  The attitude of hospitality was also far superior to my earlier experience and overall there was a caring and committed management presence.  I must particularly mention Sahoo in banquets who made our conference experience comfortable and productive with his very competent and caring service.  The restaurant service, as well as front office was warm and friendly.  It is clear that there is an overall cultural transformation for the better.  My compliments to the management and the staff."
31,10,Terrible hygiene .Steam room reeks of urine.  Great decor but dirty bedrooms.  Food made me I'll as buffet is so unsanitary. Do not be misled by posh exterior . Front desk staff are unhelpful though management try to assist.  Great uniformed staff. Lovely grounds but glass by a poolside ? No attention to international or even local hotel standards.
32,40,"Stayed at the Golden Palms Hotel for two nights as part of the organising team of a Rotary District Conference.  The resort is well equipped with rooms, multiple halls of different capacities from 50 to 1000, different to serve Food and Beverages, A wonderful Poolside to have and afternoon brunch or an evening get together. They have good vendors for all the requirements such as entertainment, Audio Visuals (Although on the more expensive side as compared to other vendors), transportation etc.  The check in and check out was handled efficiently, the valet services were quick, the transportation of people and baggage to the rooms through buggies and by foot was well managed. They could have a couple of more buggies to handle large crowds and for travel within the resort.  Food…"
33,10,Attitude of staff is too bad.. no care.. arrogant staff.. treats customer like fools.. never visit this place.. its not worth spending 1700.. totally disappointed with the visit.. food also too bad.. facility is not hygiene..
34,20,"  Pros : Huge property with lots of space to stroll and play.  Very nice pool and its very big.    Cons: Zero Maintainence done.  The hallway stinks and inside the room foul smell of some food. Bathroom fixtures and furniture in the room are not in good condition. You will get Bathroom mat, face towel and TV remote only when requested.  Also if you order something to your room, expect a waiting time if minimum 45 minutes to one hour.    The staff is rude and not well mannered.  The executive at the checkin counter was rude when we asked for the lunch option.  The security supervisor checks your bag every time you go in from the reception to see if you have brought liquor from outside ( As per the hotel policy no liquor is allowed from outside. They scan your bags to dig the…"
35,40,"Nice hotel with a friendly staff, got a good ambience and the swimming pool and jogging track are awesome. The restaurants inside are good food servers and the buffets are intercontinental cuisines and mouth watering"
36,50,"Stayed here for my company meeting. Around 25 kms from Majestic, suggest to take a taxi. Smooth check in.  Wonderful spacious rooms facing swimming pool. You can either walk to room or they have solar cars to reach. One thing that caught attention was the swimming pool, I have not seen such big one.  This resort will surely cater to all' business, pleasure, adults, kids. They have a bid hall on first floor. They do have about 10 plus meeting halls. Food was excellent. Their breakfast buffet was also good with lots of spread. They do have gym and other sports equipment. Also have ground opposite entrance, can play outdoor games. Sufficient parking space for as many cars. Lots of photo opportunities."
37,50,Stayed for 12 days for the Imtex exhibition with group. Staying was very nice every staffs are very helpful. Food was very good with very nice spread of buffet arrangement with delicious range of items to have.
38,50,"Magnificent rooms and services, lovely property to stroll around, good food and ample activities. We went to this place in December 2019 for a wedding and had a pleasant stay. They have spa, restaurant, swimming pool and other facilities. However they do not have a salon service. Since the property is big, sometimes it is difficult for their staff to cater to the room calls immediately. In room service also takes time. However overall experience is pleasant."
39,20,"The hotel is fairly good for a company team outing. Enough space, nice pool....... If the hotel would not claim to be a 5star hotel my rating would be better. However, claiming to be a 5star is completely wrong. There are miles to go to reach that level......(no towels in the room, dirty bedsheets........it would be easy to make a longer list)"
40,40,"We were here for 2 nights to attend a wedding and were pleasantly surprised. The property is very well spread out with ample space, beautiful gardens and greenery. Standard rooms are spacious (better than some of the 5 star properties in India with cramped rooms), comfortable and well equipped. Suites such as Tipu Sultan suite and one other (don't remember the name) are amazingly planned and laid out. Good for a bride to get dressed because they are very spacious.   Pool side is massive. The food we had was the one served at the wedding and it met standards. Room service and service in general is slow. They take a lot of time to tend to you in the room probably because of the vast property and shortage of staff. Maybe a slight problem for older people with difficult in walking…"
41,50,"We had been many time at Golden palm, it's an amazing property. Nice pool, games, restaurant and many other facilities. All the time we enjoyed our outing delicious food excellent service and  cool ambience with huge pool. Mr. Francis and his team very helpful . Will recommend this hotel. "
42,30,"We had visited golden plans along with our friends. While booking it was clearly informed on pool facing . But when checking in non pool facing was given . We had to inform reception as what was promised needs to be delivered . So wasted nearly 1 hour.   Lunch was good but dinner was repetetion of lunch and did not like it . Breakfast was good and variety of dishes was there.  Rooms since we're given adhoc was not upto the mark . Hand towels , bath mat was not kept . Had to wait for more than 1 hr for the  same . Shower was not working asked for a bucket , bucket was so dirty ...did not feel like using it .   Outside liquor not allowed. inside the resort beverages , soft drinks and liquor is very expensive .  Property is good with scenic beauty , pool is nice ..indoor games was…"
43,40,I travel to Banglore regularly and stay in central business area hotels. This time I tried the Golden palms hotel and was happy with my choice. It is located in a very serene area and one felt really relaxed in that environment. The service was just as great . The choice of restaurants and facilities were excellent. Though I did not get to use much of the facilities I specially liked my breakfast experience where I was overwhelmed by the service given by the pampering staff.The stay was extremely pleasant; the staff is very hospitable & the service quality is flawless..
44,20,"The property claims to be a 5 star but in reality will hardly qualify for a 3 star property. The property is old and is not maintained. The rooms are spacious but the furniture is not upto the mark. The mattresses are old and flattened, the shower in the bathroom was clogged, the king bed just falls apart into two with the mattresses not staying in place at all. To top it all the staff is not professional and far from what you would expect at a 5 star place. I was locked out of room for 30 min because the room lock got discharged and it took them 30 min to fix it. The breakfast variety was okay but not great. What spoilt it all was the fact that the breads were clearly not fresh and maybe a couple of days old. The pool is quite big and so is the garden. The rooms also have a…"
45,10,"It used to be a great place for family vacations a few years ago, but not any more. I was completely dusappointed by the quality of rooms, services, restaurant, pool ... all departments. The staff were very unapproachable, the taste of food in restaurant was pathetic while the prices were of5 star rates. Pls avoid if you can... not value for money at all."
46,50,"Our party arrived during April..A pleasant time of year to arrive in southern India.This was our first hotel and by far the most pleasant ..With spacious and comfortable rooms .The staff were both courteous and considerate..Taking great care of the youngest member of our party who is 7 years of age.She spent a lot of her wonderful stay here in the pool!The food was excellent and featured many traditional S.Indian dishes, which are among the best in the whole of the Sub Continent.I would particularly like to make mention of Ms Kajal Singh (banqueting director)who was so helpful in accommodating our party....Wonderful accommodation,wonderful food,wonderful situation..Highly recommended!."
47,50,"I visited this resort over the weekend. There were initial hiccups when we booked over the phone and it was confirmed but when we walked in, the staff had us waiting. We were offered welcome drink only once we made the payment!!!  Anyways, the resort was spic and span. Very courteous staff who drove us till our room. The staff at the swimming pool were very courteous. Rooms were very clean and very nice. Room service was a little expensive. Then the highlight of the day, candle light dinner. This was the most memorable experience my wife gave me and was well organized. Very courteous staff, amazing 5 star quality food and simply brilliant.   I will visit again and recommend this place."
48,40,"I was attending an exhibition nearby and was looking for decent places around. Came across this hotel and decided on it even though I saw mixed reviews. After a 7+ hr drive to the hotel, I was just looking to check-in and get some rest. The elevation and the grand water fountain as we enter the hotel was spectacular.   But troubles started at the time of checkin. I had to wait for 15 minutes because the manager was busy with a huge group of corporate clients. Eventually, the manager Pramod, sorted out the minor issue and I was off to the room. The walk was very pleasant because of the extensive greenery and landscapes. The room is spacious and the bathroom is decent. Free water bottles as well.   The breakfast buffet is near the extra large grandeour pool. The spread was quite…"
49,40,"If you are looking for place to detox yourself from the world and get pampered well check this place out. Big rooms and big resort with all the required amineties,pool,gym,spa,play area with a good area to walk around. You can just check in and relax. Staff are always polite and goes that extra mile to get things done for you. "
50,50,"Hi, stayed here with family for three days and had a great family time together. The details are 1. First, for the package booking (five rooms) was helped by Mr. Surendra. He guided and suggested the right package with inclusions to match our requirement. He upgraded one room to Magnolia Suite with compliments wherein our entire family could spend & enjoy quality time together. Perfect job. Thank you Mr. Surendra ! 2. The check-In was smooth & we were quickly transferred to our rooms by Ms. Nidhi. 3. The rooms are large, spacious & well-lit, especially the suite was big with all the amenities. Bathroom was clean with well-stocked toiletries. 4. The property has a large well-maintained swimming pool, a indoor sports facility with Carrom, Table tennis table, Squash room and…"
51,30,"Apparently, this used to be a classy hotel.... But that was way back in time, before the ownership changed hands. Now, it's more a favorite haunt for corporate off-sites, sales meets, and loud weddings.   The property is interesting landscaped, but the gardens do need more care and attention. The statues dotted across the property are questionable in taste, especially one with a couple of shoddily sculpted horses and a mer-couple.   The rooms are decent, but the bathroom fittings are rickety and seem way past their sell-by date.   The service is terrible. My room had an ironing board, but no iron. Also missing were hand towels and bathrobes. The attitude of the staff is to start with a ""no"" to and request - you have to stand firm and insist on whatever you're asking for before…"
52,50,We were here on a two day offsite meeting. The resort is cut off yet not far off from the airport. The property is well maintained and rooms are spacious and luxurious. We had buffet food which was good with a lot of variety - we had to wait for bread (rotis) on quite a few occasions though - maybe because of the weekend rush.Overall a pleasant stay and quite a good break if required for a day. The staff is courteous and extremely attentive to customer needs. Having all levels of staff have at least understand basic English communication would be an advantage considering they have visitors from all over India. Overall a pleasant stay and would recommend going back !!
53,20,"Visited 3 yrs back and had great memory from room to spa and food, pool staffs and cleaning etc. Now in Sept 18 2nd week when visited and stayed for night was worst ever experience - terribly uncleaned spa pool lawns and perhaps deteriorated from 5 star to roadside dhaba and low class resort. Sports area - person behaves and he is losing his money to give you racket for badminton or tennis to play, game area person is exceptionally bad behaved and rude too. not just me specific - had seen him same way with over 5 families and 1 big group behaving same ways."
54,30,"Reading the reviews of those who visited this resort a year ago, and personally visiting the resort after some time had changed my whole view point about this place. I don't think I was eager to stay here any longer after a day. Like everything has pros and cons, this place has some pros, including the amazing atmosphere and a very well maintained swimming pool, this place has an amazing games area as well and yes, it's fun to play different sports right from snooker to foosball and tennis. Now coming to what this place has in abundance, cons. The food is...... I don't know which word suites it most,... Unedible or disgusting. The food is tasteless and there is not that great a variety in terms of curries and gravies in vegetarian. The entire amazing atmosphere of this place was…"
55,40,I went there for a Team outing.  Pros : 1. Swimming Pool is very big. 2. Breakfast and Lunch Menu is very good. 3. Rooms are comfortable and luxurious with Pool facing balcony.  Cons :  1. Football and Cricket ground is very bad. No maintenance. No sports equipments. 2. House keep service not upto the mark. 3. wen you call Room service they will keep asking you to call on another number instead of just listening and get the work done.  Note : This place has the largest swimming pool in Asia. As mentioned by them in welcome note.
56,40,"We stayed in suite.   A very well maintained room with all amenities.  Details were good and comfortable.   Food good at Badsha and room service.  Paneer tikka, seek kabab , galouti kabab  Plain rice with tadka dal   Veg cutlets amazingly British   Friendly staff "
57,40,"A beautiful resort, best place for family get together, nice place to relax and not to forget the food the best. Beautiful buffet menu and very tasty food. Serene location kids friendly. Excellent and friendly staff right from the reception to house keeping and restaurant staff.  Room maintenance needs to improve.  "
58,40,Fantastic property and a good place for a weekend getaway. Got good discounts booking directly at the hotel. I stayed at a deluxe suite room which was luxurious and very comfortable. The buffet options were good and we had a new menu for every meal. This place has the largest swimming pool in Asia. We had a great time at the pool.  1Less star for the following - the place is not well lit.  - not adequately staffed - house keeping service was bad
59,50,"This hotel is full of greenery and calm nature. its perfect for any kind of stay. staff is excellent. Food is really good. Rooms are very clean. If you have relaxed budget then this is perfect. There are very good amenities like swimming fool and indoor games, you will love this place "
60,40,"Stayed over a weekend with family and friends. I knew that this place is always booked for corporate stays and conferences but still preferred this just because of the kind of response for my enquiry on availability. ...yes, prompt reply, showing interest in guests who are families not corporates and being open to our requests was commendable. Thanks for that, to begin with. The property grounds have been maintained superbly, plenty of greenery around, lots of places to relax. The swimming pool is huggge!!!!!! And clean.  I was not very impressed with the rooms, had to change a room due to cigarette smell. The management must make stricter no smoking policy. House keeping  was a bit lethargic, need to improve on their  efficiency. Food was also not great,, but ok.  Overall, a…"
61,40,Good old resort but maintenance is needed. It is not like the way it was started. Need to improve on qualities like sports activities and internal maintenance. Rooms are good but old fashioned. Need to modernize. But overall the property is good.
62,50,"Recently, we visited this property with two other families and we have a pleasant stay here. I can say it is on par with international hotels I stayed. The rooms are excellent with a private garden and balcony. The food was awesome with good spread as well as quality-wise. Sunday brunch was the best which cannot be missed with unlimited beer and starters. Another highlight is the swimming pool. It was big and maintained very cleanly and other activities we experienced is the Spa which was very relaxing. The staff are very cooperative and cordial and served all the required things. Highly recommended with family or a group"
63,50,"The experience was really good, the staff and their service was top notch. The rooms were perfectly maintained, with complimenting morning breakfast. The pool is good, can be better. Sauna was good with proper service."
64,40,"I visited this resort last year with my family and cousins. I must say the property is huge, situated in the outskirts of Bangalore city. I loved the stay, the rooms are good and the swimming pool is huge. It is pretty peaceful and calm apart from the swimming pool rush on the weekends, kids and family make a lot of noise but that's okay, ain't complaining. Food court is good. I also tried one of the restaurants but the food is okay not so great. Spa is good too. Service is good but sometimes the room service might take a while as the restaurants are far from the rooms, depends on room location. This is a very good resort for family getaways on weekends. A bit pricey but its worth I guess."
65,30,Rooms were clean and tidy.  Food is good but a bit over priced. Pool is huge and main attraction of place. Garden is ok. Not much on property apart from pool and sports complex.  Towels provided were really old and literally torn. Recommend carrying your own. Room service was a bit late (May be due to week end crowd). Nothing exceptional on property to provide the differentiating experience.  More suited for business conference than for couples or families.  Overall felt it’s way over priced for the experience provided.
66,40,"Been to the conference, the place was good, well arranged, rest rooms were clean,food was good, couldn't enjoy much as it was late night, otherwise you could enjoy the place as it's well maintained, only disadvantage is in the outskirts so having late night dinners are not encouraged, it's best to stay over if it gets late, overall it was good."
67,40,I guess the biggest highlight is the swimming pool...wonderful food served...nice one day outing with friends...lot of activities to do...best visited on weekdays to avoid heavy crowds...lawn tennis and squash were also good...
68,50,Good to visit near Bangalore. Resort is very clean and tidy. The Food is very Expensive. Going in group would help to save Money. Nice to stay for a day. They have massage centres as well and all other facilities are really good.
69,40,"Golden Palms is a giant property, with tonnes of amenities for its guests. Lots of fun activities, both indoor and outdoor, good connectivity, good music, very courteous staff. Excellent place to spend a weekend or have a company outing."
70,50,"The Property is a fabulous one on the Tumkur Road. It is about one hour drive from the City with the regular traffic. The Check in is good with a welcome drink. The rooms are really spacious and can easily accommodate a family of three members. The Rooms are well equipped with enough lighting, air conditioning and a spacious sit out (Balcony). The Bathrooms are really clean and the linen for the bed and the bathroom is so neat and tidy. They have a wide range of entertainment in the village opposite to the main resort. There is no facilities for the drivers, where the management has to look upon and improve in this area as all the guests travelling with drivers will find it tough. Over all a superb holiday destination and if you are a group of 20 and above the perfect place to…"
71,30,The resort is a huge property with a huge pool and bar area that beautifully maintained. They do have some indoor and outdoor activities maintained fairly well. The buildings and rooms are old and seem to be not very well maintained. The food is excellent and people are polite. Provided with  electric buggy to travel around the resort area. Decent experience overall
72,50,From very first the view is awesome i never seen this kind of view or i cant imagine too... The staff was good helpful... Such a nice hospitality...  Thankyou for making my stay comfortable...  Will visit again soon
73,50,"One of the best place away from the city to pamper yourself with sports and activities around. This place has everything you would need to relax. From pool to snooker, from tennis to chess, from batminton court to food court."
74,20,"I knew this property through my earlier company association, where we used to have most of the meetings in this property as it is closed to one of our manufacturing plants. After a gap of 2 years, I got a reservation (corporate booking) and stayed for 2 nights.  First of all the response in the reception was horrible.  The female threw the credit card after swiping at the time of check in!!!!  Quality of room was horrible, no latch on the main door, coffee maker was not working and Tatasky connection was not working.  When complained about this, there is no response and I had to survive with all such deficiencies.  They are overbooked by IT companies in Bangalore but that doesn't mean other customers' are less important.  Very arrogant people.  It is a great lesson that I should…"
75,20,I have stayed here several times before. I had hoped it might have had a facelift by now but alas no. It could be so much nicer! It's really very tired now and the gardens are unkempt. The charges should be lowered in line with the steady decline.
76,20,"The landscaping is just about okay.. and not maintained at all. The tables in the conference room were covered by white sheets and under it was insect ridden furniture. The food is really sad. The staff service is like a gamble.. some are okay and some are really rude so, Good luck with that. Don’t take your expat friends there, they might form a bad opinion about India."
77,40,"The property is decent but looks more maintenance is needed. Rooms are well kept, clean, tidy. The lawns are full of coconut, mango and jackfruit trees and it looks lovely passing through these. Swimming pool is huge. Food tastes good. Staff are hospitable. Overall a good experience."
78,40,"nice resort huge swimming pool and spacious rooms  IT has a nice walking track which is around a KM long ,Can visit for a single day stay and experience the location well pretty close to bangalore  overall a good place for short stay"
79,20,Staff we really under trained and poor maintenance because our room was not cleaned well and since there was a water line got punctured there was no hot water at all and pool is no that clean . Good is just ok. I would say may be its good for day outing but dont ever chose to stay. Never !!
80,10,"Property is reasonably ok, facilities are not so great, but staff are not well trained, not polite, no where near to the standard. We had very bad experience at the reception itself because of the miscommunication between thier Sales Team and Duty staff at resort. But they could have handled in much better n smooth way if they are trained professionals. Food at the resort was just ok but expensive. It can be a great resort if they have well trained professionals. "
81,50,"I stayed here for my anniversary and we enjoyed every minute of it. Biggest kids pool, excellent food, and Mandanna's (FOM) hospitality was awesome. We had taken spa services and it was relaxing. Would love to visit again soon. "
82,50,"I visited Golden Palms multiple times now and the experience has been one of the best. We even had a wedding here, and trust me the staff at Golden Palms is outstanding. They make you feel so much at home and everyone is working hard to make you feel special. Well-maintained & always with abundance of tasty food, it is one of the quick get-aways from home!  Do visit the swimming pool - it never ends! Steam and sauna is complimentary if you take a room and it's superb :)"
83,50,"I visited this hotel for couple of days for holiday makers with my family but best things that about very first checking and check out by front office team. Then about restaurant good service is there with good Choice of food. The swimming pool is really big ,,so that we enjoyed a lot.. Great place to enjoy with family.....   And also we got very first checking and check out by Ms. Priyanka. And all the outlet information from her.. Really nice Hospitality.. Thanks to all.... "
84,30,"I went with my wife and a 1 year old kid based on my previous good experience (8 years back). But very sad to see how much the service has gone down. when we checked into our room, it was stinking with alcohol & cigarette smell from the previous occupant. So we called the reception immediately and asked for the room service to come take a look. But noone came. So we called the room service ourself and finally the guy came and sprayed some room freshener. But after 20 mins or so the stink was back so we again called the reception and requested a change in the room to which she said she will check and get back but never came back ! They talk to you nicely but dont care about your concerns. Our stay included complimentary buffer lunch, buffet Dinner & breakfast. Food was very good…"
85,30,"I spend a day at this resort(day-outing package). I was charged Rs. 1500/- for a package consisting of Welcome Drink, Breakfast, Lunch and High Tea plus use of facilities such as lawns, indoor games and the swimming pools.   The resort looks aged and I don't see any validating reasons for it charge the prices that it is charging for the services rendered be it a day guest or resident.   The welcome drink was just flavored sugar water. The breakfast was too basic (more like a simple South Indian meal of idlis, vadas, sambar, chutneys, pooris, boiled eggs etc.)  The lawns were decent enough but requests for drinking water required multiple follow-ups before the staff brought in water canisters for my group.   The lunch was again too basic and I felt the resort was taking me and my…"
86,50,"We visited this place last weekend. It was a short trip - an overnight stay. We stayed at the Deluxe room. The rooms are big and the bathroom too. We had this room in the ground floor and a balcony with 2 garden chairs and a table. You get to use free WiFi too. Plush greenery all around, tall palm trees and lots of flowers. Lots of antique furnitures. Balinese Spa was really nice, relaxing for almost 2 hours followed by steam bath. Super Large swimming pool and there you have Cafe Solaire open 24 hours where have a large sizeable buffet. Food is really tasty, delicious and very enjoyable. You have the Baadsha restaurant beside the pool where you get to try the famous night-market styled Lucknowi cuisine from the Awadhi region of Northern India. We tried Gulnari Kebab and Pomfret…"
87,50,"We were about 25 of us attending a workshop at this resort which is about 30 km from Bangalore. The place is massive with a huge swimming pool (claimed to be the largest in India) - golf carts are available for movement within the resort. They have 14 conference halls and about 150 rooms which are housed in two storeyed buildings - in case of mobility issues, guests should request for ground floor rooms. Breakfast, lunch and dinner spreads were awesome. The rooms are fairly large sized and reasonably well maintained although the buildings could do with some paint makeover.  Definitely recommended for either a quiet weekend getaway or for company functions."
